,filenames,wordCounts,sizes,complexities,lexDiversities,uniques,readabilities,specialCount,req8
0,3133-20060310.txt,2358,15.1552734375,"{'percentageOf3Syllables': 10.644614079728584, 'wordInSentence': 24}",2.951188986232791,799,11.600000000000001,"{'supplement': 34, 'update': 75, 'annual': 10}",[]
1,3133-20060509.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
2,3133-20060807.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
3,3499-20060227.txt,5183,34.5107421875,"{'percentageOf3Syllables': 10.225737989581324, 'wordInSentence': 24}",3.511517615176152,1476,11.600000000000001,"{'supplement': 66, 'update': 148, 'annual': 12}",[]
4,3499-20060501.txt,31,0.1787109375,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 31}",1.0689655172413792,29,14.4,"{'supplement': 0, 'update': 2, 'annual': 1}","['Item', '1A.', 'Risk', 'Factors', 'There', 'have', 'been', 'no', 'material', 'changes', 'in', 'our', '\xc2\x93Risk', 'Factors\xc2\x94', 'as', 'previously', 'disclosed', 'in', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December', '31,']"
5,3499-20060731.txt,31,0.1787109375,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 31}",1.0689655172413792,29,14.4,"{'supplement': 0, 'update': 2, 'annual': 1}","['Item', '1A.', 'Risk', 'Factors', 'There', 'have', 'been', 'no', 'material', 'changes', 'in', 'our', '\xc2\x93Risk', 'Factors\xc2\x94', 'as', 'previously', 'disclosed', 'in', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December', '31,']"
6,3499-20061030.txt,31,0.177734375,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 31}",1.0689655172413792,29,14.4,"{'supplement': 0, 'update': 2, 'annual': 1}","['Item', '1A.', 'Risk', 'Factors', 'There', 'have', 'been', 'no', 'material', 'changes', 'in', 'our', '\xc2\x93Risk', 'Factors\xc2\x94', 'as', 'previously', 'disclosed', 'in', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December', '31,']"
7,3499-20070226.txt,5289,33.4892578125,"{'percentageOf3Syllables': 9.604840234448856, 'wordInSentence': 24}",3.4773175542406314,1521,11.600000000000001,"{'supplement': 69, 'update': 159, 'annual': 15}",[]
8,3499-20070430.txt,31,0.177734375,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 31}",1.0689655172413792,29,14.4,"{'supplement': 0, 'update': 2, 'annual': 1}","['Item', '1A.', 'Risk', 'Factors', 'There', 'have', 'been', 'no', 'material', 'changes', 'in', 'our', '\xc2\x93Risk', 'Factors\xc2\x94', 'as', 'previously', 'disclosed', 'in', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December', '31,']"
9,3499-20070730.txt,31,0.177734375,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 31}",1.0689655172413792,29,14.4,"{'supplement': 0, 'update': 2, 'annual': 1}","['Item', '1A.', 'Risk', 'Factors', 'There', 'have', 'been', 'no', 'material', 'changes', 'in', 'our', '\xc2\x93Risk', 'Factors\xc2\x94', 'as', 'previously', 'disclosed', 'in', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December', '31,']"
10,3499-20071029.txt,31,0.177734375,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 31}",1.0689655172413792,29,14.4,"{'supplement': 0, 'update': 2, 'annual': 1}","['Item', '1A.', 'Risk', 'Factors', 'There', 'have', 'been', 'no', 'material', 'changes', 'in', 'our', '\xc2\x93Risk', 'Factors\xc2\x94', 'as', 'previously', 'disclosed', 'in', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December', '31,']"
11,3499-20080225.txt,5169,32.8017578125,"{'percentageOf3Syllables': 9.556974269684659, 'wordInSentence': 24}",3.4925675675675674,1480,11.600000000000001,"{'supplement': 66, 'update': 158, 'annual': 15}",[]
12,3499-20080505.txt,31,0.177734375,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 31}",1.0689655172413792,29,14.4,"{'supplement': 0, 'update': 2, 'annual': 1}","['Item', '1A.', 'Risk', 'Factors', 'There', 'have', 'been', 'no', 'material', 'changes', 'in', 'our', '\xc2\x93Risk', 'Factors\xc2\x94', 'as', 'previously', 'disclosed', 'in', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December', '31,']"
13,3499-20080804.txt,31,0.177734375,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 31}",1.0689655172413792,29,14.4,"{'supplement': 0, 'update': 2, 'annual': 1}","['Item', '1A.', 'Risk', 'Factors', 'There', 'have', 'been', 'no', 'material', 'changes', 'in', 'our', '\xc2\x93Risk', 'Factors\xc2\x94', 'as', 'previously', 'disclosed', 'in', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December', '31,']"
14,3499-20081103.txt,31,0.177734375,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 31}",1.0689655172413792,29,14.4,"{'supplement': 0, 'update': 2, 'annual': 1}","['Item', '1A.', 'Risk', 'Factors', 'There', 'have', 'been', 'no', 'material', 'changes', 'in', 'our', '\xc2\x93Risk', 'Factors\xc2\x94', 'as', 'previously', 'disclosed', 'in', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December', '31,']"
15,3499-20090223.txt,5716,36.26171875,"{'percentageOf3Syllables': 9.849545136459062, 'wordInSentence': 25}",3.5635910224438905,1604,12.0,"{'supplement': 70, 'update': 178, 'annual': 19}",[]
16,3499-20090504.txt,31,0.177734375,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 31}",1.0689655172413792,29,14.4,"{'supplement': 0, 'update': 2, 'annual': 1}","['Item', '1A.', 'Risk', 'Factors', 'There', 'have', 'been', 'no', 'material', 'changes', 'in', 'our', '\xc2\x93Risk', 'Factors\xc2\x94', 'as', 'previously', 'disclosed', 'in', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December', '31,']"
17,3499-20090803.txt,31,0.177734375,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 31}",1.0689655172413792,29,14.4,"{'supplement': 0, 'update': 2, 'annual': 1}","['Item', '1A.', 'Risk', 'Factors', 'There', 'have', 'been', 'no', 'material', 'changes', 'in', 'our', '\xc2\x93Risk', 'Factors\xc2\x94', 'as', 'previously', 'disclosed', 'in', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December', '31,']"
18,3499-20091102.txt,31,0.177734375,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 31}",1.0689655172413792,29,14.4,"{'supplement': 0, 'update': 2, 'annual': 1}","['Item', '1A.', 'Risk', 'Factors', 'There', 'have', 'been', 'no', 'material', 'changes', 'in', 'our', '\xc2\x93Risk', 'Factors\xc2\x94', 'as', 'previously', 'disclosed', 'in', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December', '31,']"
19,3499-20110222.txt,5683,36.49609375,"{'percentageOf3Syllables': 9.959528418089038, 'wordInSentence': 25}",3.5652446675031366,1594,12.0,"{'supplement': 73, 'update': 173, 'annual': 16}",[]
20,3499-20110502.txt,31,0.1826171875,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 31}",1.0689655172413792,29,14.4,"{'supplement': 0, 'update': 2, 'annual': 1}","['Item', '1A.\xc2\xa0', 'Risk', 'Factors', 'There', 'have', 'been', 'no', 'material', 'changes', 'in', 'our', '\xe2\x80\x9cRisk', 'Factors\xe2\x80\x9d', 'as', 'previously', 'disclosed', 'in', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December', '31,']"
21,3499-20110801.txt,31,0.1826171875,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 31}",1.0689655172413792,29,14.4,"{'supplement': 0, 'update': 2, 'annual': 1}","['Item', '1A.\xc2\xa0', 'Risk', 'Factors', 'There', 'have', 'been', 'no', 'material', 'changes', 'in', 'our', '\xe2\x80\x9cRisk', 'Factors\xe2\x80\x9d', 'as', 'previously', 'disclosed', 'in', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December', '31,']"
22,3499-20111103.txt,31,0.1796875,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 31}",1.0689655172413792,29,14.4,"{'supplement': 0, 'update': 2, 'annual': 1}","['Item', '1A.', 'Risk', 'Factors', 'There', 'have', 'been', 'no', 'material', 'changes', 'in', 'our', '\xe2\x80\x9cRisk', 'Factors\xe2\x80\x9d', 'as', 'previously', 'disclosed', 'in', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December', '31,']"
23,3499-20150217.txt,4,0.0224609375,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 4}",1.0,4,3.6,"{'supplement': 0, 'update': 0, 'annual': 0}","['1A.', 'Risk', 'Factors', '6']"
24,3499-20150504.txt,31,0.1796875,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 31}",1.0689655172413792,29,14.4,"{'supplement': 0, 'update': 2, 'annual': 1}","['Item', '1A.', 'Risk', 'Factors', 'There', 'have', 'been', 'no', 'material', 'changes', 'in', 'our', '\xe2\x80\x9cRisk', 'Factors\xe2\x80\x9d', 'as', 'previously', 'disclosed', 'in', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December', '31,']"
25,3499-20150803.txt,31,0.1796875,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 31}",1.0689655172413792,29,14.4,"{'supplement': 0, 'update': 2, 'annual': 1}","['Item', '1A.', 'Risk', 'Factors', 'There', 'have', 'been', 'no', 'material', 'changes', 'in', 'our', '\xe2\x80\x9cRisk', 'Factors\xe2\x80\x9d', 'as', 'previously', 'disclosed', 'in', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December', '31,']"
26,3499-20151102.txt,31,0.1796875,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 31}",1.0689655172413792,29,14.4,"{'supplement': 0, 'update': 2, 'annual': 1}","['Item', '1A.', 'Risk', 'Factors', 'There', 'have', 'been', 'no', 'material', 'changes', 'in', 'our', '\xe2\x80\x9cRisk', 'Factors\xe2\x80\x9d', 'as', 'previously', 'disclosed', 'in', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December', '31,']"
27,3499-20160216.txt,4,0.0224609375,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 4}",1.0,4,3.6,"{'supplement': 0, 'update': 0, 'annual': 0}","['1A.', 'Risk', 'Factors', '6']"
28,3906-20060313.txt,3922,24.94921875,"{'percentageOf3Syllables': 9.765425803161651, 'wordInSentence': 25}",3.923,1000,12.0,"{'supplement': 90, 'update': 136, 'annual': 19}",[]
29,3906-20060508.txt,3976,25.2392578125,"{'percentageOf3Syllables': 9.683098591549296, 'wordInSentence': 25}",3.97997997997998,999,12.0,"{'supplement': 90, 'update': 136, 'annual': 19}",[]
30,3906-20060809.txt,3976,25.2373046875,"{'percentageOf3Syllables': 9.70824949698189, 'wordInSentence': 25}",3.9839679358717435,998,12.0,"{'supplement': 90, 'update': 136, 'annual': 19}",[]
31,3906-20061108.txt,3628,23.01953125,"{'percentageOf3Syllables': 9.592061742006615, 'wordInSentence': 25}",3.863684771033014,939,12.0,"{'supplement': 83, 'update': 128, 'annual': 14}",[]
32,3906-20070301.txt,4013,25.46875,"{'percentageOf3Syllables': 9.444306005482183, 'wordInSentence': 25}",3.9113060428849904,1026,12.0,"{'supplement': 92, 'update': 144, 'annual': 15}",[]
33,3906-20070508.txt,4474,28.3876953125,"{'percentageOf3Syllables': 9.611086276262853, 'wordInSentence': 24}",4.0821167883211675,1096,11.600000000000001,"{'supplement': 99, 'update': 156, 'annual': 20}",[]
34,3906-20070809.txt,5023,31.7626953125,"{'percentageOf3Syllables': 9.436591678279912, 'wordInSentence': 25}",4.185833333333333,1200,12.0,"{'supplement': 105, 'update': 176, 'annual': 23}",[]
35,3906-20071108.txt,4902,30.9765625,"{'percentageOf3Syllables': 9.281925744594043, 'wordInSentence': 25}",4.179028132992327,1173,12.0,"{'supplement': 102, 'update': 171, 'annual': 22}",[]
36,3906-20090302.txt,6302,42.85546875,"{'percentageOf3Syllables': 8.933671850206284, 'wordInSentence': 24}",4.489316239316239,1404,11.600000000000001,"{'supplement': 127, 'update': 214, 'annual': 28}",[]
37,3906-20090511.txt,6426,43.5205078125,"{'percentageOf3Syllables': 8.823529411764707, 'wordInSentence': 25}",4.58416547788873,1402,12.0,"{'supplement': 134, 'update': 220, 'annual': 28}",[]
38,3906-20090810.txt,6477,43.8232421875,"{'percentageOf3Syllables': 8.815809788482323, 'wordInSentence': 24}",4.591070163004961,1411,11.600000000000001,"{'supplement': 137, 'update': 227, 'annual': 28}",[]
39,3906-20091106.txt,6532,44.232421875,"{'percentageOf3Syllables': 8.603796693202694, 'wordInSentence': 25}",4.520415224913495,1445,12.0,"{'supplement': 141, 'update': 222, 'annual': 29}",[]
40,4962-20060306.txt,4613,30.1328125,"{'percentageOf3Syllables': 10.55712117927596, 'wordInSentence': 27}",3.4981046247156935,1319,12.8,"{'supplement': 47, 'update': 139, 'annual': 11}",[]
41,4962-20060508.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
42,4962-20060807.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
43,4962-20061109.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
44,4962-20070301.txt,5019,33.3271484375,"{'percentageOf3Syllables': 10.400478182904962, 'wordInSentence': 28}",3.5161064425770308,1428,13.200000000000001,"{'supplement': 50, 'update': 152, 'annual': 15}",[]
45,4962-20070509.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
46,4962-20070807.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
47,4962-20071109.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
48,4962-20080228.txt,5718,37.625,"{'percentageOf3Syllables': 10.825463448758308, 'wordInSentence': 28}",3.635092180546726,1573,13.200000000000001,"{'supplement': 64, 'update': 168, 'annual': 17}",[]
49,4962-20080502.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
50,4962-20080731.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
51,4962-20081031.txt,6,0.033203125,"{'percentageOf3Syllables': 0.0, 'wordInSentence': 6}",1.0,6,4.4,"{'supplement': 0, 'update': 0, 'annual': 0}","['Item', '1A.', 'Risk', 'Factors', '70', '73']"
52,4962-20090227.txt,9017,58.84765625,"{'percentageOf3Syllables': 10.391482754796495, 'wordInSentence': 29}",4.1711378353376505,2162,13.600000000000001,"{'supplement': 101, 'update': 242, 'annual': 29}",[]
53,4962-20090501.txt,59,0.4189453125,"{'percentageOf3Syllables': 1.694915254237288, 'wordInSentence': 14}",1.18,50,7.6000000000000005,"{'supplement': 1, 'update': 1, 'annual': 2}","['ITEM', '1A.\xc2\xa0', 'RISK', 'FACTORS', 'For', 'a', 'discussion', 'of', 'the', 'Company\xc2\x92s', 'risk', 'factors,', 'see', 'Part', 'I,', 'Item', '1A.', '\xc2\x93Risk', 'Factors\xc2\x94', 'of', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended']"
54,4962-20090803.txt,474,2.9306640625,"{'percentageOf3Syllables': 6.751054852320675, 'wordInSentence': 29}",2.0170212765957447,235,13.600000000000001,"{'supplement': 5, 'update': 14, 'annual': 1}",[]
55,4962-20091030.txt,1109,7.2431640625,"{'percentageOf3Syllables': 9.558160504959423, 'wordInSentence': 33}",2.2404040404040404,495,15.200000000000001,"{'supplement': 12, 'update': 32, 'annual': 3}",[]
56,4962-20100226 - Copy.txt,218988,2099.294921875,"{'percentageOf3Syllables': 22.393921128098345, 'wordInSentence': 43}",15.388526544638474,14259,19.200000000000003,"{'supplement': 1237, 'update': 2794, 'annual': 379}",[]
57,4962-20100226.txt,218988,2099.294921875,"{'percentageOf3Syllables': 22.393921128098345, 'wordInSentence': 43}",15.388526544638474,14259,19.200000000000003,"{'supplement': 1237, 'update': 2794, 'annual': 379}",[]
58,4962-20100505.txt,310,1.919921875,"{'percentageOf3Syllables': 5.483870967741935, 'wordInSentence': 23}",1.8902439024390243,164,11.200000000000001,"{'supplement': 5, 'update': 8, 'annual': 2}",[]
59,4962-20100805.txt,1095,7.2392578125,"{'percentageOf3Syllables': 9.132420091324201, 'wordInSentence': 37}",2.2955974842767297,477,16.8,"{'supplement': 13, 'update': 27, 'annual': 3}",[]
60,4962-20101103.txt,505,3.1953125,"{'percentageOf3Syllables': 5.544554455445544, 'wordInSentence': 38}",2.095435684647303,241,17.2,"{'supplement': 6, 'update': 17, 'annual': 3}",[]
61,4962-20140225.txt,15648,103.927734375,"{'percentageOf3Syllables': 11.394427402862986, 'wordInSentence': 29}",5.2875,2960,13.600000000000001,"{'supplement': 160, 'update': 357, 'annual': 48}",[]
62,4962-20140429.txt,106,0.5869140625,"{'percentageOf3Syllables': 5.660377358490566, 'wordInSentence': 17}",1.452054794520548,73,8.8,"{'supplement': 1, 'update': 2, 'annual': 1}","['ITEM', '1A.', 'RISK', 'FACTORS', 'For', 'a', 'discussion', 'of', 'our', 'risk', 'factors,', 'see', 'Part', 'I,', 'Item', '1A.', '\xc2\x93Risk', 'Factors\xc2\x94', 'of', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December']"
63,4962-20140730.txt,1074,6.947265625,"{'percentageOf3Syllables': 9.869646182495345, 'wordInSentence': 32}",2.4134831460674158,445,14.8,"{'supplement': 15, 'update': 24, 'annual': 6}",[]
64,4962-20141028.txt,144,0.8125,"{'percentageOf3Syllables': 4.861111111111111, 'wordInSentence': 20}",1.6551724137931034,87,10.0,"{'supplement': 2, 'update': 4, 'annual': 4}","['ITEM', '1A.', 'RISK', 'FACTORS', 'For', 'a', 'discussion', 'of', 'our', 'risk', 'factors,', 'see', 'Part', 'I,', 'Item', '1A.', '\xc2\x93Risk', 'Factors\xc2\x94', 'of', 'our', 'Annual', 'Report', 'on', 'Form', '10-K', 'for', 'the', 'year', 'ended', 'December']"
65,4977-20070228.txt,2496,17.1103515625,"{'percentageOf3Syllables': 11.698717948717949, 'wordInSentence': 24}",2.823529411764706,884,11.600000000000001,"{'supplement': 44, 'update': 58, 'annual': 17}",[]
66,4977-20070509.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
67,4977-20070808.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
68,4977-20071108.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
69,4977-20090220.txt,8687,57.427734375,"{'percentageOf3Syllables': 11.32727063428111, 'wordInSentence': 26}",4.258823529411765,2040,12.4,"{'supplement': 129, 'update': 281, 'annual': 43}",[]
70,4977-20090508.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
71,4977-20090807.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
72,4977-20091106.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
73,4977-20120227.txt,9085,59.1875,"{'percentageOf3Syllables': 10.919097413318656, 'wordInSentence': 27}",4.332379589890319,2097,12.8,"{'supplement': 123, 'update': 293, 'annual': 46}",[]
74,4977-20120507.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
75,4977-20120803.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
76,4977-20121102.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
77,4977-20160225.txt,13133,86.029296875,"{'percentageOf3Syllables': 11.15510545952943, 'wordInSentence': 25}",4.888475836431227,2690,12.0,"{'supplement': 188, 'update': 398, 'annual': 51}",[]
78,5272-20120223.txt,9842,67.7822265625,"{'percentageOf3Syllables': 12.497459865880918, 'wordInSentence': 26}",4.1214405360134005,2388,12.4,"{'supplement': 137, 'update': 241, 'annual': 44}",[]
79,5272-20120503.txt,0,0.0,"{'percentageOf3Syllables': 0, 'wordInSentence': 0}",0,0,,"{'supplement': 0, 'update': 0, 'annual': 0}",[]
80,5272-20120802.txt,598,4.1044921875,"{'percentageOf3Syllables': 12.37458193979933, 'wordInSentence': 23}",1.8984126984126983,315,11.200000000000001,"{'supplement': 4, 'update': 13, 'annual': 5}",[]
81,5272-20121101.txt,1153,7.8154296875,"{'percentageOf3Syllables': 13.269731136166522, 'wordInSentence': 28}",2.1856060606060606,528,13.200000000000001,"{'supplement': 25, 'update': 17, 'annual': 7}",[]
82,5272-20150220.txt,9780,65.0361328125,"{'percentageOf3Syllables': 11.89161554192229, 'wordInSentence': 25}",4.308300395256917,2277,12.0,"{'supplement': 133, 'update': 270, 'annual': 55}",[]
83,5272-20150504.txt,38,0.2216796875,"{'percentageOf3Syllables': 5.2631578947368425, 'wordInSentence': 19}",1.21875,32,9.600000000000001,"{'supplement': 0, 'update': 4, 'annual': 1}","['Item', '1A.', '/', 'Risk', 'Factors', 'In', 'addition', 'to', 'the', 'other', 'information', 'set', 'forth', 'in', 'this', 'Quarterly', 'Report', 'on', 'Form', '10-Q,', 'you', 'should', 'carefully', 'consider', 'the', 'factors', 'discussed', 'in', 'Part', 'I,']"
84,5272-20150803.txt,38,0.2216796875,"{'percentageOf3Syllables': 5.2631578947368425, 'wordInSentence': 19}",1.21875,32,9.600000000000001,"{'supplement': 0, 'update': 4, 'annual': 1}","['Item', '1A.', '/', 'Risk', 'Factors', 'In', 'addition', 'to', 'the', 'other', 'information', 'set', 'forth', 'in', 'this', 'Quarterly', 'Report', 'on', 'Form', '10-Q,', 'you', 'should', 'carefully', 'consider', 'the', 'factors', 'discussed', 'in', 'Part', 'I,']"
85,5272-20151102.txt,166,1.111328125,"{'percentageOf3Syllables': 16.867469879518072, 'wordInSentence': 23}",1.6057692307692308,104,11.200000000000001,"{'supplement': 1, 'update': 6, 'annual': 1}",[]
86,5272-20160219.txt,10187,67.9072265625,"{'percentageOf3Syllables': 12.201825856483755, 'wordInSentence': 26}",4.397932816537468,2322,12.4,"{'supplement': 133, 'update': 276, 'annual': 55}",[]
87,5513-20060303.txt,3212,21.54296875,"{'percentageOf3Syllables': 11.674968866749689, 'wordInSentence': 26}",3.0795781399808244,1043,12.4,"{'supplement': 47, 'update': 99, 'annual': 14}",[]
88,5513-20060508.txt,2104,14.0576171875,"{'percentageOf3Syllables': 10.598859315589353, 'wordInSentence': 21}",4.304703476482618,489,10.4,"{'supplement': 12, 'update': 46, 'annual': 7}",[]
89,5513-20060807.txt,2313,15.5166015625,"{'percentageOf3Syllables': 10.1599654128837, 'wordInSentence': 20}",3.8647746243739567,599,10.0,"{'supplement': 17, 'update': 50, 'annual': 11}",[]
90,5513-20061107.txt,2105,14.12109375,"{'percentageOf3Syllables': 10.546318289786223, 'wordInSentence': 21}",4.297959183673469,490,10.4,"{'supplement': 12, 'update': 46, 'annual': 7}",[]
91,5513-20090224.txt,5683,37.1494140625,"{'percentageOf3Syllables': 11.525602674643673, 'wordInSentence': 26}",3.8659863945578232,1470,12.4,"{'supplement': 85, 'update': 179, 'annual': 27}",[]
